GeneSymbol,CCDC69,FGD6,SOX4,LAMC2,TACSTD2,TRIM29,SOX9,TPBG,MET,CEACAM6,COL11A1,S100P,DKK1,F5,COL10A1,KRT7,FN1,SULF1,GPRC5A,TNFRSF21,COL8A1,BACE2,S100A6,FRMD5,Results
GSM2349128,6.660684043,3.602602966,7.705852332,3.795199199,3.382950392,3.469021458,4.094702803,7.316957611,4.267524962,4.699982754,3.646628528,6.157267848,3.278867787,4.49300119,3.268194662,6.928576125,6.709763679,9.481815394,3.568764199,7.069263194,4.166424926,6.269843325,11.63889739,3.468385516,1
GSM2349129,6.837861709,4.437940635,5.862941513,4.554791207,4.881463053,4.299459646,5.210249176,4.766927029,4.428368533,6.27612018,4.320235055,8.069024198,4.10871037,5.323544775,3.54459513,4.914697417,5.081129773,6.701939361,4.267684511,5.185412161,4.149907934,5.589669807,7.812794759,4.710729581,1
GSM2349130,7.007845206,3.592429656,7.419519152,3.979647065,3.356664972,3.460664591,4.860312379,5.695011031,4.033471122,5.403563558,4.012739428,5.389550427,3.800634623,4.171684499,3.365892677,6.008847184,6.500283861,7.446070838,3.76456938,6.224916096,4.108457133,6.0133361,11.68662116,3.744847468,1
GSM2349131,6.613759331,3.835756786,7.305752798,3.883309231,3.498214673,3.471854435,3.955367778,7.773124336,5.028265557,4.876272884,3.339709473,4.817025079,3.600059262,4.007740297,2.870823721,6.620095771,6.710370221,9.783045627,3.752802223,7.152140208,4.255283999,5.815899687,11.8865561,3.186856196,1
GSM2349132,6.704120971,3.44246716,7.694552307,3.658953365,2.975438575,4.078901968,4.527670138,8.074930162,5.001512569,4.069835989,2.867609959,5.841675961,3.819190804,4.052965055,2.806915056,8.426564619,8.098718924,9.208527525,5.631989975,7.777583912,4.036970128,6.690437385,12.60181244,3.036301302,1
GSM2349133,6.996079695,3.588094405,8.326910404,3.487640148,3.167007329,3.205379767,3.804273053,6.412439036,3.899331716,4.355082382,2.919228224,4.840275735,3.244194094,3.508247826,3.08383497,5.982248552,7.682441314,7.75699183,3.516522045,7.829191137,3.644249615,6.590093089,12.05660336,3.077890094,1
GSM2349134,7.068053174,3.48031377,8.091417905,3.428214342,2.96043289,3.19253602,3.682922402,6.130373686,3.63313514,4.299921509,2.82315507,5.205455286,3.183417147,3.428675626,3.172343339,4.270440212,7.524593897,7.228580471,3.139610342,7.99611663,3.325593862,6.695420259,11.90741543,3.10127524,1
GSM2349135,7.353380616,3.400729564,6.770761069,3.50260569,3.229091211,3.205165435,4.109011021,4.318938626,3.795012384,4.749557553,3.319840463,5.456212743,3.518111187,3.866347159,3.059664667,3.738654556,5.532815718,5.920881649,3.160189048,7.852445012,3.194381107,5.739323504,11.87784312,3.186915251,1
GSM2349136,8.109626658,3.349092644,6.885582527,3.387780083,3.732620012,3.05959499,4.199914573,5.745549677,3.885996749,4.224537503,2.870125558,9.201358224,3.095169153,3.981683236,2.928993121,4.337453789,6.997425387,6.178244697,6.071746159,7.150973994,4.033902666,6.313284274,11.87281451,3.046632019,1
GSM2349137,7.554032352,3.541354285,6.789268566,3.352565206,3.16518177,3.24577819,3.977719672,6.195291708,3.571845347,4.156952459,3.07181148,5.635296441,3.339600328,3.679123908,3.11454483,4.043332239,7.839834091,7.176032703,3.94306408,7.130192034,4.168219841,6.540121933,12.00999789,2.831307148,1
GSM2349138,7.982964311,3.208772951,6.8045714,3.50557592,3.793555805,3.197486845,4.192151427,5.382215842,3.856933357,4.348592923,2.938739873,8.991126677,3.092935136,4.066506477,3.037748169,4.720319853,6.939434185,6.116608699,5.945436253,7.095351296,4.048423194,6.246160397,11.77788847,2.966432064,1
GSM3184676,6.847588337,2.995392913,7.784064967,3.374100003,3.268885024,3.247403404,4.658496118,5.646575764,3.54025242,4.438333054,3.345261633,7.11237516,3.500685733,3.524401814,3.25875922,3.542171483,7.569802384,6.464211863,3.49729425,6.522901773,3.533140235,6.854136866,11.78649515,2.785109148,0
GSM3184677,7.469174362,3.139784859,6.945456678,3.877378851,3.311349272,3.804141422,4.311754242,4.710399529,4.029110385,4.643629597,3.159864056,8.037931996,4.302189522,3.855322427,2.8943387,4.082391439,6.396942216,5.699498183,3.705373213,6.880429658,4.102849371,5.959412634,11.43634952,3.905721956,1
GSM3184678,7.354644721,2.868978575,8.2852244,4.168505822,3.056475109,3.231465475,5.222559762,6.220018729,3.780509871,4.256108444,2.971896569,8.215451284,4.199365461,4.482535984,2.926382842,6.662112988,6.476956425,5.357726952,4.754548438,7.04594535,3.635227694,6.216387494,11.60781031,3.008082868,1
GSM3184679,7.603442048,3.025260611,6.770914402,3.413923418,3.197017375,3.253460342,5.077929179,5.712494078,3.988343111,4.253995543,2.98101271,5.929540025,3.581024715,3.814503108,2.803416445,3.610987279,6.93265078,6.367681518,3.759141039,6.801541734,3.905343041,6.584232702,11.49750737,3.040745319,1
GSM3184680,7.665587878,3.272241653,6.725880142,3.255278008,3.043881196,3.011774354,5.356726382,5.516910823,4.124078553,4.156165478,2.735418473,4.649051479,3.258452648,3.80632662,2.639626343,3.129773729,7.184103501,5.264010854,3.196357392,6.864634147,3.928469766,6.39483884,11.85480708,2.780699803,1
GSM3184681,7.353678008,3.231078157,7.606823219,3.444612847,3.334268906,3.243965944,4.174609593,4.708931999,3.725537842,4.96746724,3.976352352,6.480541997,3.437482449,3.968569625,3.430018992,3.857766537,7.656041829,6.115055602,3.299555221,6.948862268,3.744562025,6.159438037,11.63934309,3.079556083,0
GSM3184682,7.151484193,2.906413156,6.951400693,3.771436557,3.323633948,3.463823125,4.558927689,4.944761811,3.811107507,5.111171915,3.565078267,6.392652723,3.747913323,4.222336165,3.327189984,3.546502782,6.509696128,6.244243703,3.623063134,6.091982255,3.490821996,6.263418435,11.66306234,3.139491207,1
GSM3184683,7.191631125,3.021458793,9.281143557,4.436832541,2.915903868,3.169569379,5.124605429,6.971234113,4.10184475,4.25171308,3.137614149,8.870658685,4.46053781,5.261812504,2.651672994,7.535711886,6.056725617,5.645666017,5.218369604,6.817701474,3.942671579,6.577966976,11.48445489,3.082577707,1
GSM3184684,7.095949592,3.435838725,7.900017655,3.339294206,3.114369571,3.266414881,4.180493938,7.561942948,4.598771533,4.220684165,2.99915682,7.273965599,3.667845628,3.764265148,2.803945721,3.813350417,7.58133483,8.973389417,5.629382809,7.90793519,4.505490624,6.57487585,11.29209218,3.03131064,1
GSM3184685,7.248450699,3.120689461,6.42861808,4.006562737,4.022523954,3.662086186,4.511479347,4.372447739,4.319647722,5.343617875,3.749673517,6.497486857,4.053739698,4.555721926,3.104300522,4.975784773,5.680275774,5.861450249,3.636319225,6.040122137,3.993289825,5.563441231,11.50563434,3.967508836,1
