ID,X1553102_a_at,X1555136_at,X1555137_a_at,X201417_at,X202267_at,X202286_s_at,X202504_at,X202935_s_at,X203476_at,X203510_at,X203757_s_at,X204320_at,X204351_at,X204602_at,X204713_s_at,X205941_s_at,X209016_s_at,X211719_x_at,X212354_at,X212444_at,X212464_s_at,X216442_x_at,X218856_at,X219901_at,X226237_at,X227051_at,X228923_at,X229479_at,X230831_at,X241137_at,X242397_at,group
GSM414935.cel.gz,6.328336098,6.078803629,6.44250557,10.06428409,9.166948229,11.42184759,8.757090103,9.299896841,9.565827786,10.04651841,12.99568771,9.207380405,10.5071888,8.146080903,6.60866891,11.04403042,10.59619772,13.17464023,11.08999111,9.733298124,13.05148266,13.18912652,9.844913151,7.329752259,10.20476388,5.776902204,5.037660849,7.085108778,5.384993088,4.141016969,8.463229171,Tumor
GSM414936.cel.gz,5.572063599,5.883169787,7.009043147,10.36452421,7.990348856,11.45478097,8.415527048,8.61896509,9.120164828,10.50692181,11.17136834,10.41061975,12.29955612,8.663985281,7.113121614,10.55027781,10.57177341,13.17141857,10.70984176,9.434557839,12.83620772,13.1722168,10.74083262,7.671425771,10.46567789,6.243142887,7.123651615,8.026910303,5.342304498,6.218439241,7.73054866,Tumor
GSM414937.cel.gz,6.22779986,5.761389162,6.915288484,10.06212142,8.564367779,12.49893274,10.91082461,9.173025229,9.675472214,9.697063478,12.50839314,10.30647007,10.49060418,7.964988803,8.200320266,10.75949289,9.450239296,13.02643115,10.57386055,9.042177707,12.81589987,13.08162785,10.51525855,7.41594395,10.02211476,6.232615292,5.796641127,7.610590293,4.813078654,7.264281882,7.502265943,Tumor
GSM414938.cel.gz,8.302562974,3.186863376,4.309521491,8.506821296,4.016541221,4.538064342,4.740524082,7.868814631,7.702399676,8.124770299,9.344277163,3.170299622,7.099390076,3.373010459,5.593724708,3.875884059,3.660756804,10.81540245,7.698091817,7.532024758,10.41924649,10.75995609,8.830447863,5.12708392,5.113024931,4.371304712,4.126501201,2.589542279,3.474852434,3.711560148,3.143457472,Normal
GSM414939.cel.gz,6.618769479,5.187253571,5.67120404,10.48809672,8.620021671,11.5305962,10.73543715,8.823217992,9.204157833,9.615352928,12.10125914,9.809291471,11.92901826,6.787606238,5.75688122,10.24871496,9.973488522,13.15457667,10.78939925,9.214346487,12.86162558,13.26895813,10.09449451,6.567448325,9.695972553,7.13861826,6.962163237,7.696968948,4.511463957,10.30753437,7.82378189,Tumor
GSM414940.cel.gz,6.967391308,4.435595954,4.689486363,9.473084975,6.312877313,10.44330834,5.031407968,8.209588461,8.582404589,8.019769869,9.598512954,8.054882888,7.435484919,4.475810686,7.283246847,8.406504959,8.015956509,12.09652881,9.205663774,7.05199203,11.7220249,12.01754582,9.54134925,5.582720597,8.941307689,6.191878093,4.36972034,6.378069954,3.558804237,5.904554991,8.368897932,Normal
GSM414941.cel.gz,6.108224605,5.67029332,6.582741255,10.23711439,8.731599217,12.01800401,10.29986946,9.253194572,9.061061999,10.0917999,13.18676967,8.953635242,11.37615605,7.159960323,9.541274714,10.70396117,9.399821998,12.77890398,10.3049088,10.62975475,12.54778306,12.76586479,10.04267542,7.203111612,9.653595959,7.866193844,7.719498697,6.422069672,5.589308476,7.317502941,8.58807348,Tumor
GSM414942.cel.gz,7.678989848,4.186906694,5.098464693,8.207114677,4.271670035,9.740569471,6.412683802,7.892795927,7.899520473,7.538627033,7.023821094,4.718914326,4.969946255,3.63940044,6.384867604,4.426571696,5.829302683,9.247066631,5.24430561,6.527585207,8.984325151,9.2310478,7.852805859,5.694930913,4.855609643,4.869141731,4.108172403,2.611023483,3.172842629,3.512431222,3.815068174,Normal
GSM414943.cel.gz,6.724499255,6.102987478,6.391901049,10.68728289,9.084897514,12.36921034,10.86733917,9.13867766,9.343936853,10.5536088,13.08241209,10.25982923,10.69832475,9.418853701,7.776856797,10.80075885,9.305216603,13.22761406,11.6851096,10.12353596,12.97665132,13.2354553,10.44286392,6.910703609,10.01464105,5.81387485,7.452019494,7.879734631,4.559802881,8.299219866,8.297763661,Tumor
GSM414944.cel.gz,5.896349097,6.045583483,6.61328552,8.810270705,10.84416725,9.026765288,9.568467593,9.072054127,9.232399533,11.72690425,7.523460079,8.748293081,10.43453581,10.3442371,5.98749685,9.230816937,10.8175375,12.24594598,8.463184504,8.706750405,12.02524769,12.28208086,10.78984438,7.30088443,8.601406755,6.937946449,6.822837456,5.538634039,3.273954007,3.82935846,7.37469382,Tumor
GSM414945.cel.gz,5.048351492,6.295148636,7.065936267,10.36860951,4.878809812,10.66380378,4.432059292,9.368142884,9.078792124,9.423404484,4.540066149,5.793115835,4.225990221,11.17287265,8.005553242,6.464558284,6.09013567,13.24171178,7.632019128,4.446450984,13.12371845,13.30321131,8.783232888,7.504321594,6.519105289,8.26586815,3.393365469,3.973703617,3.333643007,3.921595328,6.068161531,Tumor
GSM414946.cel.gz,5.818724608,6.073936178,6.62217965,10.81571782,9.895381366,12.33322808,10.6923949,10.07601277,9.84728645,11.6616456,12.77396631,9.163367629,10.29583029,8.236470011,7.557502303,10.0653108,10.90634341,12.62995547,10.36450178,11.13748565,12.41024304,12.52744719,10.30486718,7.470503287,9.419919657,6.364362657,6.78950741,6.090635618,6.911295334,6.919977247,6.022873049,Tumor
GSM414947.cel.gz,6.749016033,3.698560653,4.07367958,8.216190472,5.824484883,9.629840142,6.347606835,8.47866478,8.049869679,7.964486028,8.698916647,4.313687117,9.013759072,4.568782568,6.453428517,6.191049959,6.116093508,9.606465492,6.395559159,7.248801367,8.857364411,9.421609481,8.32969289,5.155097135,6.556287528,5.518274779,4.109827988,3.510120009,2.672098831,4.43822735,4.143736136,Normal
GSM414948.cel.gz,5.697738538,6.401502148,6.641417104,10.4164667,9.212107786,12.26002658,9.596919074,8.397494059,8.825590004,10.12343774,13.13924155,9.842892002,12.01011951,9.556821538,8.747807993,10.93045455,9.36931398,13.02902932,10.60026746,10.99608079,12.89888091,13.15062898,10.7594767,7.324450282,9.810241158,7.696647917,7.496684276,6.287304703,4.377226337,8.977404129,7.524117024,Tumor
GSM414949.cel.gz,6.772026184,5.214566709,5.993604133,10.23212397,8.493477469,11.77244527,9.239798687,8.541784983,9.179430284,8.615222482,11.25215645,10.43584895,9.215893167,5.940248451,6.901729066,10.58775571,8.559468605,12.89071871,10.52081215,7.535220437,12.76979405,12.97949188,9.762378545,6.670351964,9.92849025,5.930793371,4.869941055,7.949663641,4.276427617,5.943557233,8.952938941,Tumor
GSM414950.cel.gz,7.11267001,5.38417476,6.384566691,9.987014238,8.331849693,11.17877549,8.953647143,8.711038851,9.21091377,9.849231991,11.55145727,9.458845882,11.15442555,6.693645659,7.404063127,10.34373869,8.897594355,12.9043026,10.76971933,8.781164051,12.70018799,12.97753889,9.417071266,7.097527029,9.927684775,6.950875472,6.463621933,6.276954178,4.701006548,5.578853794,9.051229188,Tumor
GSM414951.cel.gz,6.101310344,4.99078181,6.353364546,10.29914984,8.100201884,10.87564695,8.968135835,8.960206743,9.318773196,8.852580273,12.22210259,9.681319516,12.99257501,6.788407854,6.382704735,10.5770595,7.530387715,12.59413726,10.52449375,9.485493884,12.41141547,12.68664261,10.10159378,7.076209203,10.1697477,7.914988121,7.33903533,7.642415607,3.971057278,10.85693789,8.857624321,Tumor
GSM414952.cel.gz,7.522671821,4.338745604,5.802049391,9.536602444,7.596258828,10.27006354,9.173502414,8.615717931,9.329172428,9.076391379,12.09924823,8.028663089,10.70045269,4.900013272,7.496900863,9.692886843,9.076694917,12.06911799,10.2863368,9.180589396,11.82923601,12.08275531,9.4602228,6.236186087,9.469758126,6.145125699,6.717794778,5.69469761,3.468961362,6.328434655,6.030946921,Tumor
GSM414953.cel.gz,7.747197753,4.19745304,5.2463265,9.392704173,6.237551801,8.620871465,7.121702513,6.136093482,9.061505953,7.358573089,8.912465294,7.792989773,7.199087793,4.28948467,6.05113616,8.461403555,7.058143989,11.90109619,9.645061322,7.419654104,11.64374876,11.92533349,9.089606904,5.634684457,9.80275993,5.338774999,4.195136512,5.837596289,3.423737367,3.667009926,4.358145479,Normal
GSM414954.cel.gz,7.009078337,5.579097305,7.331552312,10.43240351,9.864643892,11.32421468,9.411117297,9.186984966,9.627149958,10.0805604,10.60356734,8.544779735,7.242302831,6.256829671,7.811899191,10.3513997,9.630348375,12.90087266,10.87893875,10.666305,12.68898773,12.94059911,10.25703067,7.573665907,9.441517492,6.280124567,8.294281981,7.334306491,5.148428892,4.361265175,8.325908135,Tumor
GSM414955.cel.gz,7.570150284,4.490151525,5.909113154,9.777421119,8.309075322,10.80677537,7.927114713,8.753319815,9.204573431,9.018527581,9.849275908,7.51339679,6.832628886,5.622047425,6.635018864,9.866293503,8.56279687,12.14543598,9.840725942,8.890395502,11.93109392,12.03670057,9.632259259,6.467433347,9.307626234,6.341849104,6.514526591,6.046351939,3.985322806,3.298750322,6.503136,Normal
GSM414956.cel.gz,6.503259864,5.745561116,7.198875962,10.27007623,9.535566458,10.32060261,8.452470181,9.022649219,9.762423575,10.09159967,9.8664582,10.67080365,10.65271187,5.848558702,8.568161188,11.1939283,8.484875763,13.30699891,11.63914391,10.15181752,13.11145996,13.37159633,9.240366134,7.427245722,10.96899323,5.683222495,6.584165912,7.904685672,4.784799532,3.408514683,8.404210825,Tumor
GSM414957.cel.gz,6.974973038,4.727389567,5.095135398,9.148398315,5.084289671,9.925165738,5.529606875,8.219224889,8.026070814,7.041710618,7.819840642,4.727389567,4.974062467,4.026845222,6.467692065,6.401728243,6.169022728,10.2627244,7.352102707,6.016779295,10.13894236,10.21515883,7.932884651,5.879048726,6.561704135,4.584993926,3.402708622,3.092356323,3.009378797,4.127610453,5.717115902,Normal
GSM414958.cel.gz,5.896240975,5.161050969,6.423096955,10.57832156,8.975962438,11.04621086,11.28328999,8.970486223,9.775387559,11.10613905,13.42622732,9.452253842,11.97453095,9.820381513,6.831441509,10.01283226,10.21847896,12.87167801,11.0544393,10.74410896,12.70756956,12.87639216,10.33385695,7.128099538,9.011867815,5.737723002,7.339781845,5.106481993,4.832059757,9.882650987,4.962557977,Tumor
GSM414959.cel.gz,6.45475179,6.49095494,7.007881091,10.2866741,7.857845244,11.62086194,10.90302708,10.11066315,8.990311641,9.785947728,12.18413176,7.082093449,12.22630128,4.391369221,9.652279684,9.047706786,9.41030428,12.08242023,9.424915597,10.6465176,11.78335525,12.06318663,9.866569151,7.621098465,8.610826273,6.683027386,8.131137372,5.654827057,3.408232816,8.191490712,8.431515869,Tumor
GSM414960.cel.gz,6.031080199,5.751040888,5.925936223,10.04398953,7.576592544,11.40009681,9.92408892,10.05104665,9.063629563,9.933607706,12.48364992,9.627866608,12.17899852,6.983704967,7.752405486,8.732375889,8.78785513,12.35901127,9.496044201,10.61803002,12.22240597,12.38171391,10.0576197,6.725046697,8.10618383,6.246191117,7.776210861,4.761601777,4.057336122,5.313907535,7.093416428,Tumor
GSM414961.cel.gz,6.41717436,5.235241837,6.534258828,10.31870509,8.152894605,11.42937862,10.43053357,8.335594274,8.894112813,8.999440395,12.65095636,9.396157377,11.73407163,6.178064093,7.24823671,10.64267507,9.531671785,12.84978909,10.78419824,8.767613962,12.74725024,13.00771443,9.649487491,6.884825478,9.707877392,5.541420446,5.506512246,7.058612822,3.784606563,6.161951283,7.89572907,Tumor
GSM414962.cel.gz,6.298509156,4.601722268,4.195843781,9.23796223,7.602292037,10.96541262,10.30857191,8.790175812,8.533293182,8.587578798,11.66112424,7.028170532,10.18561987,5.70922714,7.471685436,7.89522977,8.700749558,12.06554717,7.84443238,9.12122747,11.71861141,11.98366002,9.194510453,5.148931391,7.373262522,5.348542463,5.806436365,4.049445694,3.685865269,7.654772448,8.101311579,Tumor
GSM414963.cel.gz,6.868287016,4.310765362,4.72006354,9.3415777,5.868608703,10.62891526,5.396305313,7.631344971,8.659840412,7.635144712,7.042334736,7.099902972,5.009471505,3.548076139,5.573177264,9.671125869,7.820665524,12.09071849,9.428249208,6.803695095,11.88563386,12.09258925,8.913741644,5.512885146,9.718695178,6.05560643,3.703462438,5.048587438,3.776104655,3.551926089,6.923171616,Normal
GSM414964.cel.gz,6.530504416,5.051431981,6.410255189,10.13837262,10.26323874,11.99857362,9.92692495,9.174452416,9.347697186,9.896955342,11.98275628,8.472992321,12.0082029,7.502792588,6.830283265,10.05232041,9.511806039,12.92310307,11.07565814,9.714605964,12.7148429,12.96323805,9.937305182,6.937860345,9.137319429,6.797904408,7.185012194,6.686585395,4.274492417,6.718679079,8.448532857,Tumor
GSM414965.cel.gz,7.125839158,5.621246375,6.626988582,9.980427873,10.01683154,11.71833858,11.4480913,9.574974862,10.21122403,10.07704937,12.69344909,10.33126675,11.86038062,8.073041035,6.678038154,10.25607122,10.68666763,13.16243746,10.96595741,11.29573168,12.99912566,13.19247212,10.04981139,7.327648962,10.00486177,5.804352519,8.760207367,7.40004347,4.77107778,7.895244643,5.963848354,Tumor
GSM414966.cel.gz,7.678875765,4.012520135,4.348379947,8.389722457,4.915628074,10.02191346,6.377063632,8.180017999,7.087992521,6.853185893,5.673347922,3.828527884,5.170055977,3.096725621,4.790961636,4.468928599,6.213874147,6.578722391,4.65797115,5.493232393,6.674937644,6.773001021,7.038970554,5.258758052,3.281825913,5.638652136,4.03980254,2.709468027,2.693430069,3.397291546,3.405189396,Normal
GSM414967.cel.gz,5.30479845,5.797017341,7.825636138,10.7230906,9.581834562,12.70953638,8.305567711,9.961967955,9.058817176,10.32007929,8.589473494,7.768629761,6.167704879,8.34477984,7.137276986,9.06713844,9.445628753,12.17263648,8.949675725,8.863357792,11.97173674,12.19481913,11.57838226,8.265716724,7.974791492,8.206996669,6.063568377,3.90698017,7.112417573,3.727773849,4.988368096,Tumor
GSM414968.cel.gz,6.326589206,5.154798094,6.515673802,9.53791816,7.66140051,10.24549598,7.708277762,8.285769851,8.978404565,9.659221255,12.40382604,8.503825098,10.92725136,6.046809172,9.028132617,9.891709811,7.308556837,12.20914509,10.18875983,8.906287993,11.97918504,12.22669499,9.625989566,7.014790892,9.855835134,7.106791754,4.519773458,5.891283084,3.503863261,5.9604102,7.987618701,Tumor
GSM414969.cel.gz,5.634273153,5.260501623,6.176853865,9.491662952,8.432577012,11.43376937,7.9635134,9.408474569,8.878861344,9.339930961,12.86553643,6.922196921,12.00923087,8.624653734,8.275166687,9.498236689,9.614886118,11.83222027,9.555892955,9.815236851,11.50861957,11.84323911,9.390803268,6.847082083,8.722882982,6.03505903,6.773650143,4.567782052,3.867329706,6.070514402,5.878333302,Tumor
GSM414970.cel.gz,6.051482637,4.700744991,4.717435194,10.18572032,6.884551217,10.70875303,5.362438032,8.642134265,8.71462653,7.541056328,9.62859431,6.493605676,5.959853271,4.375349197,6.606575001,8.989170257,8.027056802,11.7484688,9.693110603,6.50683952,11.41246038,11.8335516,8.939335277,5.433160015,9.117083212,6.428196089,3.314103117,5.517821726,3.566424733,4.596262175,7.099399506,Normal
GSM414971.cel.gz,5.128465451,5.650311223,6.16599187,10.43139973,8.670945195,11.80565137,10.58511323,8.462410628,9.326750721,10.15813637,13.21750893,11.15919482,10.63874694,8.148818336,5.690784729,11.30163442,8.828182235,13.31471395,11.25882389,9.606006383,13.32960202,13.33033044,10.97231996,6.969480644,10.53160842,6.15240659,8.216260027,7.83827482,4.316917889,10.84704954,7.516343178,Tumor
GSM414972.cel.gz,7.677919882,4.182214328,3.901244913,7.494503497,5.301391971,8.379713891,5.835852172,7.148220862,6.603107699,6.08444502,5.345563497,5.337245807,5.357470549,3.678149733,5.712537935,5.077806413,4.816712623,7.995683342,4.713757268,4.970297551,8.249488595,7.829034882,7.160382197,5.08319367,3.257289714,3.423054281,3.319291753,3.544347167,2.841699681,4.282013002,4.096826235,Normal
GSM414973.cel.gz,5.725229452,6.607539272,7.310035557,10.78479596,10.15290016,12.07559671,10.43894242,9.427837407,9.293874082,10.37533864,13.82266907,8.132580748,12.23926885,8.971968643,7.524445491,10.05901275,10.85732855,12.40296409,10.14966191,11.28520716,12.1193952,12.50228385,10.69855854,7.968159186,9.229848011,5.956281032,8.247655357,6.458666865,4.982198183,10.17047764,9.220025835,Tumor
GSM414974.cel.gz,6.517578538,5.313318429,6.138223387,9.779259517,8.177276511,11.32460409,9.170105951,8.826286848,9.087067295,8.260941639,12.6523989,8.981852554,10.32669677,7.012602744,7.370847317,10.03626934,8.472967888,12.64952728,9.997343799,9.223235492,12.30800388,12.62847921,9.420571066,6.732905798,9.866702296,5.823610191,4.847833335,6.732188723,4.825296564,7.657555514,8.005074989,Tumor
GSM414975.cel.gz,7.286493767,3.644281464,4.137782653,8.278923092,4.510234903,8.698872577,5.794221241,8.211990226,6.932259799,5.98971274,3.984691373,3.786853581,5.700374197,3.303389416,4.822641234,4.931892029,4.897409466,7.625020632,4.658780445,5.279754848,7.381583615,7.650334692,7.355987967,4.893771958,4.337218005,4.310675379,3.414781686,2.73648939,3.489850918,4.316617264,4.125635383,Normal
