ID,X1555137_a_at,X1559360_at,X201250_s_at,X201286_at,X201417_at,X201590_x_at,X202267_at,X202403_s_at,X202504_at,X202935_s_at,X203074_at,X203083_at,X203476_at,X203510_at,X204351_at,X204602_at,X204713_s_at,X205266_at,X205780_at,X205927_s_at,X207714_s_at,X209114_at,X209173_at,X211657_at,X211719_x_at,X212236_x_at,X212354_at,X212886_at,X212942_s_at,X216442_x_at,X217428_s_at,X219901_at,X228923_at,X228933_at,X229553_at,X232202_at,X233090_at,X235629_at,X236129_at,X33323_r_at,group
GSM414948.cel.gz,6.641417104,5.667301323,9.160295411,8.87535925,10.4164667,12.77873586,9.212107786,13.38773494,9.596919074,8.397494059,8.142344225,11.06114066,8.825590004,10.12343774,12.01011951,9.556821538,8.747807993,7.000571196,8.769964204,12.36217226,8.568417705,10.67171917,12.22908341,12.56343245,13.02902932,9.589120198,10.60026746,5.833082777,8.432462456,13.15062898,10.90187837,7.324450282,7.496684276,7.812883204,8.067675063,7.211756241,5.894532628,7.448491516,6.832527872,10.45715721,Tumor
GSM414949.cel.gz,5.993604133,4.460223641,7.232937107,8.473458293,10.23212397,12.70295074,8.493477469,13.6600628,9.239798687,8.541784983,8.972581199,10.81471193,9.179430284,8.615222482,9.215893167,5.940248451,6.901729066,7.387761017,6.917313413,8.753600987,8.915804757,9.008564876,8.598524041,10.76794957,12.89071871,9.062208019,10.52081215,6.793827024,6.395436662,12.97949188,10.88851249,6.670351964,4.869941055,6.192997703,6.716951944,5.503417951,6.766684998,8.06359098,4.521093023,8.23165301,Tumor
GSM414950.cel.gz,6.384566691,5.13905944,7.514821622,8.450913379,9.987014238,12.80310521,8.331849693,13.4511478,8.953647143,8.711038851,6.296777968,10.80355783,9.21091377,9.849231991,11.15442555,6.693645659,7.404063127,6.908345524,7.698473424,10.1224634,8.973300071,8.566456025,9.818495709,11.3097549,12.9043026,7.468274992,10.76971933,7.163767724,8.686596185,12.97753889,10.22294397,7.097527029,6.463621933,6.44924732,7.449028679,5.848964561,6.556068804,7.272749871,4.431168604,9.662561658,Tumor
GSM414951.cel.gz,6.353364546,5.055341613,7.518217144,8.222356772,10.29914984,13.29141492,8.100201884,13.23131483,8.968135835,8.960206743,6.707732667,10.8591819,9.318773196,8.852580273,12.99257501,6.788407854,6.382704735,7.813530591,7.93017951,12.65035389,8.239811887,10.51027145,12.95211804,12.34711444,12.59413726,7.771843569,10.52449375,6.724197634,7.660166587,12.68664261,10.89184623,7.076209203,7.33903533,6.180893093,7.902910954,5.217365929,6.126209466,7.743340733,5.202364731,10.38288454,Tumor
GSM414952.cel.gz,5.802049391,4.762103437,6.320391201,7.206614745,9.536602444,12.4851706,7.596258828,13.44133957,9.173502414,8.615717931,6.986997108,10.36415046,9.329172428,9.076391379,10.70045269,4.900013272,7.496900863,6.993971367,7.437136137,10.02764389,9.046991326,8.94429203,10.91296503,11.6953027,12.06911799,8.681894722,10.2863368,7.359115048,6.509550402,12.08275531,9.475451674,6.236186087,6.717794778,6.253088097,7.04615851,5.677257738,5.690102659,6.44199353,4.509685012,8.78437009,Tumor
GSM414953.cel.gz,5.2463265,4.290884622,5.231483141,6.472309192,9.392704173,12.17496315,6.237551801,13.81447277,7.121702513,6.136093482,6.121009301,10.55038987,9.061505953,7.358573089,7.199087793,4.28948467,6.05113616,6.980201481,5.853220812,8.086456291,9.729459644,6.715705468,7.914729993,8.814134853,11.90109619,7.589086959,9.645061322,7.800912811,6.168254541,11.92533349,8.535082244,5.634684457,4.195136512,5.698369517,6.63217196,4.030080469,6.677256532,7.090586564,3.465478298,6.911615883,Normal
GSM414954.cel.gz,7.331552312,4.060061393,7.561137646,8.435430636,10.43240351,13.06004787,9.864643892,13.44575166,9.411117297,9.186984966,8.378864777,10.58382238,9.627149958,10.0805604,7.242302831,6.256829671,7.811899191,7.997214265,7.583813491,12.54632783,9.2917571,9.158937066,11.89360659,10.10641191,12.90087266,10.07181739,10.87893875,6.791096579,6.954368371,12.94059911,10.09709915,7.573665907,8.294281981,6.750870957,8.83805958,6.164682155,5.436155337,7.627238101,5.593646275,9.545590119,Tumor
GSM414955.cel.gz,5.909113154,3.972865992,5.867510219,7.568677755,9.777421119,12.42245079,8.309075322,13.4554831,7.927114713,8.753319815,7.542714117,10.23315307,9.204573431,9.018527581,6.832628886,5.622047425,6.635018864,6.742298726,6.325476703,11.03076316,8.994801865,7.763674472,9.884471252,9.342341586,12.14543598,9.508428228,9.840725942,7.456566294,5.083940058,12.03670057,9.763721528,6.467433347,6.514526591,5.905121892,7.534545813,5.112962501,5.78284645,6.922011602,3.800102169,8.478344567,Normal
GSM414956.cel.gz,7.198875962,6.186359707,7.905108418,8.845106318,10.27007623,12.94716361,9.535566458,13.86266353,8.452470181,9.022649219,7.086099513,11.42168298,9.762423575,10.09159967,10.65271187,5.848558702,8.568161188,8.723046536,7.481716916,10.05038056,9.686411533,7.470640509,10.40012711,9.557598774,13.30699891,8.295462651,11.63914391,6.665447907,8.455495611,13.37159633,10.7836585,7.427245722,6.584165912,7.359344762,7.217742945,7.193038981,6.543267647,8.265492607,5.09415713,9.687815319,Tumor
GSM414957.cel.gz,5.095135398,4.605265374,5.633517212,5.131873974,9.148398315,10.83013799,5.084289671,12.76598576,5.529606875,8.219224889,5.969810331,8.405153711,8.026070814,7.041710618,4.974062467,4.026845222,6.467692065,6.418106012,5.530674612,5.475170849,7.341605956,6.713268857,7.085801279,7.717851763,10.2627244,6.515972197,7.352102707,6.822113754,4.437046327,10.21515883,5.959960852,5.879048726,3.402708622,3.377557496,5.674689683,4.233447244,5.64197342,4.638316356,2.819725302,6.014143878,Normal
GSM414958.cel.gz,6.423096955,5.799890456,6.658803413,8.481820944,10.57832156,12.95140117,8.975962438,14.01935338,11.28328999,8.970486223,8.756024736,10.6077638,9.775387559,11.10613905,11.97453095,9.820381513,6.831441509,6.904675563,8.18946768,12.42780901,9.46895613,10.00424721,12.72481518,13.00425783,12.87167801,11.39218781,11.0544393,5.893580234,7.463576265,12.87639216,10.13341998,7.128099538,7.339781845,6.456475904,7.907485049,5.946471485,6.798044329,7.144170895,6.940691197,10.59575612,Tumor
GSM414959.cel.gz,7.007881091,6.663709928,8.125809834,8.150186419,10.2866741,13.14074649,7.857845244,13.33215257,10.90302708,10.11066315,5.407605636,10.31735104,8.990311641,9.785947728,12.22630128,4.391369221,9.652279684,8.470754871,8.605851706,10.42148012,8.382798473,7.352147489,11.75764182,11.75036298,12.08242023,9.777785769,9.424915597,6.780627489,6.583587474,12.06318663,8.538632081,7.621098465,8.131137372,7.344852113,7.497369772,5.693244439,6.022766311,6.957323724,5.035318407,10.58228317,Tumor
GSM414960.cel.gz,5.925936223,5.251143637,9.272412427,8.528923217,10.04398953,12.32387355,7.576592544,12.86141814,9.92408892,10.05104665,6.120239595,9.11432126,9.063629563,9.933607706,12.17899852,6.983704967,7.752405486,7.044203368,9.037134237,11.63762847,8.469631386,9.880501994,12.79802093,12.46438495,12.35901127,8.318228098,9.496044201,5.984430517,9.345480608,12.38171391,9.122454281,6.725046697,7.776210861,6.114378073,8.118475318,6.650843087,5.872856061,5.614515507,6.437909696,11.03387358,Tumor
GSM414961.cel.gz,6.534258828,4.736568599,8.269867928,8.106397996,10.31870509,12.76628584,8.152894605,13.57442288,10.43053357,8.335594274,8.619614037,10.81308454,8.894112813,8.999440395,11.73407163,6.178064093,7.24823671,7.238120214,7.361069251,10.12807084,9.13577213,10.34333251,11.36599869,12.04111764,12.84978909,10.37461608,10.78419824,6.646286238,6.155522314,13.00771443,10.51865338,6.884825478,5.506512246,5.997480921,7.267332859,5.65382001,5.714989528,6.947552993,5.356735069,9.658528225,Tumor
GSM414962.cel.gz,4.195843781,4.924511027,7.967091971,7.434908699,9.23796223,12.29247144,7.602292037,11.92436986,10.30857191,8.790175812,7.064068688,8.763124585,8.533293182,8.587578798,10.18561987,5.70922714,7.471685436,6.519152556,6.934074544,10.06053751,7.158075785,8.805609791,10.04379003,11.8641355,12.06554717,8.724531151,7.84443238,5.625506195,5.831738771,11.98366002,8.263545153,5.148931391,5.806436365,4.954222021,6.313337934,4.984602947,6.436629705,6.490647967,4.155994906,9.802137059,Tumor
GSM414963.cel.gz,4.72006354,4.363233227,5.536822257,6.923599231,9.3415777,12.25688322,5.868608703,13.13211115,5.396305313,7.631344971,5.801791476,10.47027961,8.659840412,7.635144712,5.009471505,3.548076139,5.573177264,6.228639229,6.023021319,7.589708831,8.443764424,5.929076936,6.905944717,7.508698,12.09071849,7.597404789,9.428249208,6.973585758,6.715045596,12.09258925,9.72397085,5.512885146,3.703462438,5.480651064,5.737610633,4.311330991,6.218576873,6.693949859,2.756159823,5.668618031,Normal
GSM414964.cel.gz,6.410255189,4.819992567,7.407357407,8.343609156,10.13837262,12.72224744,10.26323874,13.19615768,9.92692495,9.174452416,7.264064764,10.84406349,9.347697186,9.896955342,12.0082029,7.502792588,6.830283265,7.835651087,8.809825417,11.87575448,8.851823769,9.690312089,12.02421408,11.7257875,12.92310307,10.53952637,11.07565814,6.520010884,7.642016826,12.96323805,10.02648852,6.937860345,7.185012194,6.127852009,7.669591905,6.319252083,6.838347699,7.61486013,5.818287206,11.00012747,Tumor
GSM414965.cel.gz,6.626988582,5.833112465,10.97373959,9.192371601,9.980427873,12.90957308,10.01683154,13.41364317,11.4480913,9.574974862,10.57945443,10.81443681,10.21122403,10.07704937,11.86038062,8.073041035,6.678038154,8.240186832,8.716571797,11.54242483,9.379503298,9.174333581,12.11138323,12.41450925,13.16243746,12.21100257,10.96595741,6.969478508,7.184159044,13.19247212,9.848505247,7.327648962,8.760207367,7.20503512,7.216967519,6.323099004,5.884760714,7.414261201,5.114372302,10.77838809,Tumor
GSM414966.cel.gz,4.348379947,4.030561192,5.594622718,6.148759043,8.389722457,10.17597944,4.915628074,8.711756647,6.377063632,8.180017999,5.634508961,5.314250023,7.087992521,6.853185893,5.170055977,3.096725621,4.790961636,4.599849752,5.565468107,5.070187062,6.025041679,5.605210661,6.567556697,5.528871309,6.578722391,6.308856698,4.65797115,8.160864779,4.304723582,6.773001021,3.368552494,5.258758052,4.03980254,3.549079605,5.965026888,3.777401653,4.689660287,3.250019938,2.95610042,5.085428595,Normal
GSM414967.cel.gz,7.825636138,5.83059236,7.440078224,8.401073885,10.7230906,13.28432729,9.581834562,12.146269,8.305567711,9.961967955,8.597610013,9.223937301,9.058817176,10.32007929,6.167704879,8.34477984,7.137276986,8.758121497,9.651104997,8.837146344,9.998148879,8.963262314,9.229976592,8.44133555,12.17263648,11.04501359,8.949675725,5.272907254,6.570790879,12.19481913,8.724390842,8.265716724,6.063568377,4.234442531,7.411176397,7.452197091,9.690692533,4.772978062,5.866634208,11.30484301,Tumor
GSM414968.cel.gz,6.515673802,4.964523877,7.73103055,7.781026986,9.53791816,12.79342768,7.66140051,13.37834408,7.708277762,8.285769851,5.551971752,10.9086854,8.978404565,9.659221255,10.92725136,6.046809172,9.028132617,6.762071707,7.74030842,11.5393703,8.844158808,9.744751681,12.55887445,12.30638138,12.20914509,6.750411097,10.18875983,6.629541483,6.677371463,12.22669499,10.27284087,7.014790892,4.519773458,7.123401019,7.39144473,5.36130379,6.416308579,6.935851984,5.748610846,8.907008631,Tumor
GSM414969.cel.gz,6.176853865,5.638016647,8.305782323,8.325122852,9.491662952,12.52159375,8.432577012,12.67287617,7.9635134,9.408474569,7.984725372,9.322133077,8.878861344,9.339930961,12.00923087,8.624653734,8.275166687,6.293659237,8.319803543,11.44353004,8.120780505,10.43536414,12.11122098,12.51595684,11.83222027,8.341444761,9.555892955,5.952988735,8.252271387,11.84323911,10.02650124,6.847082083,6.773650143,6.728610474,8.069837699,6.316792205,5.561626256,5.76495805,5.858471572,10.04533755,Tumor
GSM414970.cel.gz,4.717435194,4.625402897,5.849748141,6.40881784,10.18572032,11.658307,6.884551217,13.00715799,5.362438032,8.642134265,6.44152285,9.644721545,8.71462653,7.541056328,5.959853271,4.375349197,6.606575001,6.171947576,6.833090595,8.019924572,7.778005978,6.599536897,7.970819356,9.957639084,11.7484688,7.367836206,9.693110603,6.285647212,5.499145202,11.8335516,9.776551483,5.433160015,3.314103117,5.296854318,7.040562845,5.257023828,5.774692964,6.32496302,2.890298301,6.491175577,Normal
GSM414971.cel.gz,6.16599187,5.378221069,8.973931946,8.837400165,10.43139973,13.20281589,8.670945195,13.97569666,10.58511323,8.462410628,7.227190046,11.12496456,9.326750721,10.15813637,10.63874694,8.148818336,5.690784729,7.985868686,8.026188919,12.36886823,9.425639493,10.56495707,12.21698576,12.95970984,13.31471395,10.83529519,11.25882389,5.158465101,9.320331723,13.33033044,11.58921879,6.969480644,8.216260027,6.756441657,7.39483678,6.033230518,6.486369214,8.328813822,6.343675157,10.69066073,Tumor
GSM414972.cel.gz,3.901244913,4.111933375,6.160558921,5.67105893,7.494503497,10.2596494,5.301391971,9.018387717,5.835852172,7.148220862,6.521296186,5.899717506,6.603107699,6.08444502,5.357470549,3.678149733,5.712537935,5.909174469,4.79691982,6.044055082,6.10899614,6.986127217,7.104325953,3.726505431,7.995683342,6.479449995,4.713757268,7.817028884,4.385095337,7.829034882,3.240282293,5.08319367,3.319291753,3.846507513,4.418960065,3.810852051,4.962182213,2.982807492,3.013022345,5.297542213,Normal
GSM414973.cel.gz,7.310035557,5.493820614,9.367341006,8.196483382,10.78479596,13.40269626,10.15290016,13.30542551,10.43894242,9.427837407,10.03066705,10.36854544,9.293874082,10.37533864,12.23926885,8.971968643,7.524445491,7.912541264,8.1731236,12.96413077,8.777839762,10.85331002,12.93989678,13.12313975,12.40296409,12.03346528,10.14966191,5.658530805,7.935564433,12.50228385,10.25584849,7.968159186,8.247655357,8.044737995,8.033026998,6.545857174,5.601485884,6.27757862,6.162390341,10.47387541,Tumor
GSM414974.cel.gz,6.138223387,5.154429834,7.151161847,8.191700566,9.779259517,12.19684173,8.177276511,12.87701832,9.170105951,8.826286848,7.677521269,10.2729865,9.087067295,8.260941639,10.32669677,7.012602744,7.370847317,6.494065655,7.98070623,11.49105537,8.334744857,8.685871945,11.1218389,12.26645463,12.64952728,9.486337361,9.997343799,6.722893123,7.818128943,12.62847921,10.6842548,6.732905798,4.847833335,6.892180828,7.594520158,5.845550425,5.540046932,7.096979186,4.920044962,8.82365676,Tumor
GSM414975.cel.gz,4.137782653,3.786889316,6.02908425,5.504488344,8.278923092,9.839389982,4.510234903,9.795891187,5.794221241,8.211990226,5.596527325,5.84607569,6.932259799,5.98971274,5.700374197,3.303389416,4.822641234,4.089337442,6.195907344,6.391674536,5.865545002,6.203695068,7.043293094,4.140480422,7.625020632,4.974980416,4.658780445,7.511825533,3.787362894,7.650334692,3.921481981,4.893771958,3.414781686,4.068069579,4.714679378,4.595743187,4.191631713,3.189342611,3.142656544,4.859099542,Normal
